seed,source,target,model,budget,strategy,n_train,held_family,mcc,macro_f1,fp_rate,auprc_macro,tpr_at_fpr01_oracle,tpr_at_fpr001_oracle,tpr_at_fpr01_buffer,fpr_at_fpr01_buffer,tpr_at_fpr001_buffer,fpr_at_fpr001_buffer,tpr_heldout_family,fit_s,apply_s
42,nf2018v2,nftonv2,rf,0.001,rethreshold_cost,2100,,0.3221783690932353,0.5538983801126837,0.8583080909455859,0.5002462167402513,0.0,0.0,0.0,0.0,0.0,0.0,,0.0008,0.0002
42,nf2018v2,nftonv2,rf,0.001,finetune_x1,252099,,0.05867688981346845,0.38563233656306267,0.1676763621765629,0.8403810245828978,0.014972761145202724,0.0006818322692617616,0.021915053341322478,0.02193350607642057,0.021915053341322478,0.02193350607642057,,1.0,
42,nf2018v2,nftonv2,rf,0.001,finetune_x3,252099,,0.7444881030711697,0.8721745883134985,0.17386226780044525,0.9291558960829582,0.05967065435236265,0.0031267863661094924,0.6164383561643836,0.046713623590379914,0.37333415979669,0.019944527571986424,,1.5,
42,nf2018v2,nftonv2,rf,0.001,finetune_x10,252099,,0.9341265661195921,0.9670336256933427,0.055654903105726065,0.9871560390745351,0.562236134355393,0.07373430580521637,0.9830024036309291,0.050709828108463195,0.9830024036309291,0.050709828108463195,,3.8,
42,nf2018v2,nftonv2,rf,0.01,calibrate_cost,21000,,0.0,0.42062190755396933,1.0,0.5002462167402513,0.0,0.0,0.0,0.0,0.0,0.0,,0.0335,0.007
42,nf2018v2,nftonv2,rf,0.01,rethreshold_cost,21000,,0.3230967368119067,0.5574801804810026,0.8533447684391081,0.5002462167402513,0.0,0.0,0.0,0.0,0.0,0.0,,0.0032,0.0001
42,nf2018v2,nftonv2,rf,0.01,finetune_x1,270999,,0.06503212969276635,0.38925427658670836,0.1655961461260538,0.8515427481696918,0.022348946603579965,0.008664090855871678,0.023788370283132573,0.024104959673004633,0.021054154011446516,0.008266121674391445,,1.4,
42,nf2018v2,nftonv2,rf,0.01,finetune_x3,270999,,0.7866270023507651,0.893313099329582,0.155797233677603,0.9485050597461564,0.20319979062928298,0.01122612726158254,0.6344277085614717,0.022042991131710522,0.4264757536312734,0.014926462537863582,,2.3,
42,nf2018v2,nftonv2,rf,0.01,finetune_x10,270999,,0.9646885142339959,0.9823332119646975,0.030436845370606914,0.9947543533622468,0.9558324207800437,0.10177896237525569,0.9931128053609923,0.032772526550125906,0.9931128053609923,0.032772526550125906,,5.7,
42,nf2018v2,nfbotv2,rf,0.0001,calibrate_cost,211,,0.0,0.49894904562319464,1.0,0.5141361806847943,0.04719799559150637,0.0471025953876512,0.500961533633593,0.7794994040524433,0.500961533633593,0.7794994040524433,,0.0025,0.0055
42,nf2018v2,nfbotv2,rf,0.0001,rethreshold_cost,211,,-0.03600570518080927,0.33487419804661456,0.7794994040524433,0.5141361806847943,0.04719799559150637,0.0471025953876512,0.500961533633593,0.7794994040524433,0.500961533633593,0.7794994040524433,,0.0005,0.0003
42,nf2018v2,nfbotv2,rf,0.001,calibrate_cost,2101,,0.0,0.49894904562319464,1.0,0.5034378693890359,0.0,0.0,0.0,0.0,0.0,0.0,,0.0037,0.0039
42,nf2018v2,nfbotv2,rf,0.001,rethreshold_cost,2101,,0.13453131514057917,0.5564274622858929,0.9249106078665077,0.5141361806847943,0.04719799559150637,0.0471025953876512,0.04735364855569112,0.017878426698450536,0.04735364855569112,0.017878426698450536,,0.0009,0.0003
42,nf2018v2,nfbotv2,rf,0.001,finetune_x1,252100,,0.024023690807510167,0.1453523976920748,0.026221692491060787,0.5964349637191337,0.047323522175526336,0.04722310090831036,0.5004694694242346,0.3063170441001192,0.5004694694242346,0.3063170441001192,,0.8,
42,nf2018v2,nfbotv2,rf,0.001,finetune_x3,252100,,0.6752408775847912,0.8287162113508402,0.14779499404052443,0.875488491477318,0.04738377493585592,0.047243185161753555,0.998327985900854,0.3289630512514899,0.998327985900854,0.3289630512514899,,1.2,
42,nf2018v2,nfbotv2,rf,0.001,finetune_x10,252100,,0.7636177301666278,0.8762968527766772,0.35518474374255066,0.919669645999482,0.04775031256119421,0.04690175285321926,0.9996535466281049,0.18951132300357568,0.9996535466281049,0.18951132300357568,,2.9,
42,nf2018v2,nfbotv2,rf,0.01,calibrate_cost,21000,,0.0,0.49894904562319464,1.0,0.5034378693890359,0.0,0.0,0.0,0.0,0.0,0.0,,0.1111,0.0071
42,nf2018v2,nfbotv2,rf,0.01,rethreshold_cost,21000,,0.1770706314836578,0.56199583263255,0.9261025029797377,0.5141361806847943,0.04719799559150637,0.0471025953876512,0.04719297452814557,0.0011918951132300357,0.04719297452814557,0.0011918951132300357,,0.0037,0.0005
42,nf2018v2,nfbotv2,rf,0.01,finetune_x1,270999,,0.02779557259882163,0.14554452485916175,0.004767580452920143,0.8157486063592818,0.17952812046535216,0.04725824835183595,0.6293049341989646,0.08104886769964244,0.6293049341989646,0.08104886769964244,,0.8,
42,nf2018v2,nfbotv2,rf,0.01,finetune_x3,270999,,0.8731086985265119,0.9352788532182806,0.057210965435041714,0.9699736369216854,0.9134067412796683,0.06626799423581926,0.999698736198352,0.10846245530393325,0.999698736198352,0.10846245530393325,,1.2,
42,nf2018v2,nfbotv2,rf,0.01,finetune_x10,270999,,0.9037451368136618,0.9515368822717044,0.1299165673420739,0.9814265649182867,0.9963998975703074,0.9375580560451092,0.9997137993884345,0.09654350417163289,0.9997137993884345,0.09654350417163289,,3.6,
42,nf2018v2,nfunswv2,lgbm,0.0001,calibrate_cost,144,,0.0,0.49037055157195203,0.0,0.5594734817208111,0.12278380523948135,0.0804445620534533,0.05755490870600688,0.0005975826482784424,0.05755490870600688,0.0005975826482784424,,0.011,0.0043
42,nf2018v2,nfunswv2,lgbm,0.0001,rethreshold_cost,144,,0.2073980181934562,0.5444160282351987,0.0005975826482784424,0.5594734817208111,0.12278380523948135,0.0804445620534533,0.05755490870600688,0.0005975826482784424,0.05755490870600688,0.0005975826482784424,,0.0008,0.0002
42,nf2018v2,nfunswv2,lgbm,0.001,calibrate_cost,1392,,0.0,0.49037055157195203,0.0,0.5594734817208111,0.12278380523948135,0.0804445620534533,0.10756813971950252,0.003102233400193305,0.08388462556231807,0.0013302709387763587,,0.0114,0.0039
42,nf2018v2,nfunswv2,lgbm,0.001,rethreshold_cost,1392,,0.23808920610156406,0.581267686107727,0.003102233400193305,0.5594734817208111,0.12278380523948135,0.0804445620534533,0.10756813971950252,0.003102233400193305,0.08388462556231807,0.0013302709387763587,,0.0008,0.0002
42,nf2018v2,nfunswv2,lgbm,0.001,finetune_x1,251391,,0.289419452365592,0.6444517253558981,0.030481911433055155,0.5677160113818234,0.0,0.0,0.3238952103731146,0.018140530653391673,0.0,0.0,,0.8,
42,nf2018v2,nfunswv2,lgbm,0.001,finetune_x3,251391,,0.46280671111942295,0.7313659601036683,0.021294727762130927,0.6572813554155515,0.0,0.0,0.4846520243450648,0.016560833913594745,0.0,0.0,,1.0,
42,nf2018v2,nfunswv2,lgbm,0.001,finetune_x10,251391,,0.46280671111942295,0.7313659601036683,0.021294727762130927,0.6572813554155515,0.0,0.0,0.4846520243450648,0.016560833913594745,0.0,0.0,,1.0,
42,nf2018v2,nfunswv2,lgbm,0.01,calibrate_cost,13907,,0.0,0.49037055157195203,0.0,0.4971670698700526,0.05080709182323366,0.03440063508864779,0.051071712093146336,0.010262832437825423,0.03334215400899709,0.0007430810322071066,,0.1144,0.0071
42,nf2018v2,nfunswv2,lgbm,0.01,rethreshold_cost,13907,,0.24038483210912936,0.575632769855148,0.0021824757589299633,0.5594734817208111,0.12278380523948135,0.0804445620534533,0.11802064038105319,0.008516851830681451,0.07316750463085472,0.0008729903035719853,,0.0036,0.0002
42,nf2018v2,nfunswv2,lgbm,0.01,finetune_x1,263906,,0.8163410471994833,0.9080112581195668,0.005757578906891427,0.8687031362748232,0.8199259063244244,0.0,0.8029902090500133,0.005965433741075233,0.0,0.0,,0.9,
42,nf2018v2,nfunswv2,lgbm,0.01,finetune_x3,263906,,0.3244194110144238,0.6617062961621183,0.030372787645108656,0.565842475251991,0.0,0.0,0.0,0.0,0.0,0.0,,1.1,
42,nf2018v2,nfunswv2,lgbm,0.01,finetune_x10,263906,,0.3244194110144238,0.6617062961621183,0.030372787645108656,0.565842475251991,0.0,0.0,0.0,0.0,0.0,0.0,,1.9,
42,nf2018v2,nftonv2,lgbm,0.0001,calibrate_cost,213,,0.0,0.42062190755396933,1.0,0.6894333094193617,0.04336866464183144,0.01057184377087681,0.040558689229116304,0.007299003685996862,0.040558689229116304,0.007299003685996862,,0.0061,0.0035
42,nf2018v2,nftonv2,lgbm,0.0001,rethreshold_cost,213,,0.4761583795939519,0.7133265509979083,0.5816028612094449,0.6894333094193617,0.04336866464183144,0.01057184377087681,0.040558689229116304,0.007299003685996862,0.040558689229116304,0.007299003685996862,,0.0008,0.0003
42,nf2018v2,nftonv2,lgbm,0.001,calibrate_cost,2100,,0.0,0.42062190755396933,1.0,0.6894333094193617,0.04336866464183144,0.01057184377087681,0.04266617078865266,0.007809933944016642,0.0030923503929144542,0.00021897011057990585,,0.0071,0.004
42,nf2018v2,nftonv2,lgbm,0.001,rethreshold_cost,2100,,0.4771420726765807,0.7135733713053023,0.5818765738476698,0.6894333094193617,0.04336866464183144,0.01057184377087681,0.04266617078865266,0.007809933944016642,0.0030923503929144542,0.00021897011057990585,,0.0011,0.0003
42,nf2018v2,nftonv2,lgbm,0.001,finetune_x1,252099,,0.8855330742017303,0.9426846611860205,0.09601839348928871,0.9505654447656076,0.0,0.0,0.9729539866526168,0.09428488011386446,0.0,0.0,,0.8,
42,nf2018v2,nftonv2,lgbm,0.001,finetune_x3,252099,,0.6464007730996778,0.822487250343624,0.21995547607751542,0.7618790708408033,0.0,0.0,0.0,0.0,0.0,0.0,,1.5,
42,nf2018v2,nftonv2,lgbm,0.001,finetune_x10,252099,,0.6464007730996778,0.822487250343624,0.21995547607751542,0.7618790708408033,0.0,0.0,0.0,0.0,0.0,0.0,,1.2,
42,nf2018v2,nftonv2,lgbm,0.01,calibrate_cost,21000,,0.0,0.42062190755396933,1.0,0.6894333094193617,0.04336866464183144,0.01057184377087681,0.04327224391688533,0.007846428962446627,0.01322341370689477,0.0013685631911244116,,0.0326,0.007
42,nf2018v2,nftonv2,lgbm,0.01,rethreshold_cost,21000,,0.4771420726765807,0.7135733713053023,0.5818765738476698,0.6894333094193617,0.04336866464183144,0.01057184377087681,0.04327224391688533,0.007846428962446627,0.01322341370689477,0.0013685631911244116,,0.0056,0.0003
42,nf2018v2,nftonv2,lgbm,0.01,finetune_x1,270999,,0.9164093293216536,0.9581903955677753,0.055271705412211235,0.9599865996933103,0.0,0.0,0.0,0.0,0.0,0.0,,0.9,
42,nf2018v2,nftonv2,lgbm,0.01,finetune_x3,270999,,0.8981883942462299,0.9490842329637521,0.07842779460603627,0.9314141869683259,0.0,0.0,0.0,0.0,0.0,0.0,,1.8,
42,nf2018v2,nftonv2,lgbm,0.01,finetune_x10,270999,,0.11982289175413106,0.46774906101354674,0.9498740921864166,0.5129739437398543,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,
42,nf2018v2,nfbotv2,lgbm,0.0001,calibrate_cost,211,,0.0,0.49894904562319464,1.0,0.5376571789251455,0.0011196971294580766,0.00017573721762794925,0.9887628601985329,0.5554231227651967,0.9887628601985329,0.5554231227651967,,0.0096,0.004
42,nf2018v2,nfbotv2,lgbm,0.0001,rethreshold_cost,211,,0.24674407679919763,0.6047065359011328,0.5554231227651967,0.5376571789251455,0.0011196971294580766,0.00017573721762794925,0.9887628601985329,0.5554231227651967,0.9887628601985329,0.5554231227651967,,0.0007,0.0004
42,nf2018v2,nfbotv2,lgbm,0.001,calibrate_cost,2101,,0.0,0.49894904562319464,1.0,0.5376571789251455,0.0011196971294580766,0.00017573721762794925,0.08962095992689331,0.11084624553039332,0.08962095992689331,0.11084624553039332,,0.0098,0.0039
42,nf2018v2,nfbotv2,lgbm,0.001,rethreshold_cost,2101,,0.24674407679919763,0.6047065359011328,0.5554231227651967,0.5376571789251455,0.0011196971294580766,0.00017573721762794925,0.08962095992689331,0.11084624553039332,0.08962095992689331,0.11084624553039332,,0.001,0.0003
42,nf2018v2,nfbotv2,lgbm,0.001,finetune_x1,252100,,0.632960569902065,0.7989689824901289,0.5482717520858165,0.9013436429850905,0.0030779118401695112,0.000602527603295826,0.9993472617630962,0.25387365911799764,0.9993472617630962,0.25387365911799764,,0.7,
42,nf2018v2,nfbotv2,lgbm,0.001,finetune_x3,252100,,0.7048367793201874,0.8419213153476501,0.44815256257449343,0.8998658163309505,0.002264499575720146,0.00040670613222468254,0.9988150290468515,0.17044100119189512,0.9988150290468515,0.17044100119189512,,1.0,
42,nf2018v2,nfbotv2,lgbm,0.001,finetune_x10,252100,,0.6855615648126895,0.829997901005334,0.4791418355184744,0.8890807482128131,0.002691289961388023,4.01685068863884e-05,0.9988652396804595,0.1764004767580453,0.9988652396804595,0.1764004767580453,,1.5,
42,nf2018v2,nfbotv2,lgbm,0.01,calibrate_cost,21000,,0.0,0.49894904562319464,1.0,0.5376571789251455,0.0011196971294580766,0.00017573721762794925,0.001104633939375681,0.0059594755661501785,0.001104633939375681,0.0059594755661501785,,0.068,0.007
42,nf2018v2,nfbotv2,lgbm,0.01,rethreshold_cost,21000,,0.24674407679919763,0.6047065359011328,0.5554231227651967,0.5376571789251455,0.0011196971294580766,0.00017573721762794925,0.001104633939375681,0.0059594755661501785,0.001104633939375681,0.0059594755661501785,,0.004,0.0002
42,nf2018v2,nfbotv2,lgbm,0.01,finetune_x1,270999,,0.8423704864442348,0.9200330184630223,0.2169249106078665,0.9336095278582731,0.00228458382916334,0.0010795286225716882,0.9994024934600649,0.1299165673420739,0.9994024934600649,0.1299165673420739,,0.8,
42,nf2018v2,nfbotv2,lgbm,0.01,finetune_x3,270999,,0.8665978858244859,0.9319767093862442,0.19785458879618595,0.9488040339069361,0.002309689145967333,0.000647717173543013,0.9992317773057978,0.08939213349225268,0.9992317773057978,0.08939213349225268,,1.4,
42,nf2018v2,nfbotv2,lgbm,0.01,finetune_x10,270999,,0.8665978858244859,0.9319767093862442,0.19785458879618595,0.9500579278215713,0.0023448365894929227,0.0005422748429662434,0.9992167141157154,0.08939213349225268,0.9992167141157154,0.08939213349225268,,2.5,
42,nf2018v2,nfunswv2,mlp,0.0001,calibrate_cost,144,,0.0,0.49037055157195203,0.0,0.48034204857187446,0.017332627679280233,0.012304842550939402,0.012701772955808415,0.001418609243304476,0.012701772955808415,0.001418609243304476,,0.0435,0.0069
42,nf2018v2,nfunswv2,mlp,0.0001,rethreshold_cost,144,,0.20367137831072343,0.5808097153928354,0.09372174473347814,0.5375982686881147,0.0,0.0,0.0,0.0,0.0,0.0,,0.0009,0.0004
42,nf2018v2,nfunswv2,mlp,0.001,calibrate_cost,1392,,0.0,0.49037055157195203,0.0,0.537635815069766,0.0,0.0,0.0,0.0,0.0,0.0,,0.0259,0.0038
42,nf2018v2,nfunswv2,mlp,0.001,rethreshold_cost,1392,,0.20367137831072343,0.5808097153928354,0.09372174473347814,0.5375982686881147,0.0,0.0,0.0,0.0,0.0,0.0,,0.001,0.0002
42,nf2018v2,nfunswv2,mlp,0.001,finetune_x1,251391,,0.010415211553629363,0.5026776100377273,0.06772949771879319,0.477180177328517,0.01468642498015348,0.012304842550939402,0.014421804710240805,0.007841323619584083,0.008203228367292934,0.0005456189397324908,,0.3,
42,nf2018v2,nfunswv2,mlp,0.001,finetune_x3,251391,,0.3696578489454433,0.63615313834702,0.001548518514669355,0.6136534372276788,0.2308811854988092,0.15414130722413336,0.22254564699655993,0.004235042246495048,0.12265149510452501,0.0007534737739162969,,0.3,
42,nf2018v2,nfunswv2,mlp,0.001,finetune_x10,251391,,0.4697263890433382,0.7064044961012919,0.0031645898504484467,0.7710705960119412,0.5428684837258534,0.14064567345858692,0.5439269648055041,0.010782469523284937,0.1432918761577137,0.0010756487669011962,,0.3,
42,nf2018v2,nfunswv2,mlp,0.01,calibrate_cost,13907,,0.0,0.49037055157195203,0.0,0.5376064381959855,0.0,0.0,0.0,0.0,0.0,0.0,,0.0619,0.004
42,nf2018v2,nfunswv2,mlp,0.01,rethreshold_cost,13907,,0.20580282266454097,0.542109539864392,0.1870797435071346,0.5375982686881147,0.0,0.0,0.0,0.0,0.0,0.0,,0.0041,0.0002
42,nf2018v2,nfunswv2,mlp,0.01,finetune_x1,263906,,0.7561828534699201,0.8770395047479146,0.006090146641585517,0.8921629388046796,0.7548293199259063,0.22849960306959513,0.7679280232865837,0.010829236860976294,0.2466260915586134,0.0011328088463017428,,0.6,
42,nf2018v2,nfunswv2,mlp,0.01,finetune_x3,263906,,0.8276416144369823,0.9137418819062295,0.005684829714927095,0.9209204255902733,0.9240539825350622,0.24622916115374438,0.9251124636147129,0.010086155828769188,0.27718973273352737,0.0011795761839930993,,0.6,
42,nf2018v2,nfunswv2,mlp,0.01,finetune_x10,263906,,0.8980188079069727,0.9489981263565551,0.0035647104062522736,0.9605551773856524,0.9797565493516803,0.4566022757343213,0.9621593014024874,0.005762775277746022,0.7204286848372585,0.0020369773750012993,,4.2,
42,nf2018v2,nftonv2,mlp,0.0001,calibrate_cost,213,,0.0,0.42062190755396933,1.0,0.5584230126927503,0.015406654407460208,0.000585411544315654,0.03618532063334642,0.02939673734535236,0.03618532063334642,0.02939673734535236,,0.0046,0.0039
42,nf2018v2,nftonv2,mlp,0.0001,rethreshold_cost,213,,0.2074377733811745,0.6034752338535363,0.5551439728477063,0.5592644535724319,0.015406654407460208,0.000585411544315654,0.03618532063334642,0.02939673734535236,0.03618532063334642,0.02939673734535236,,0.0008,0.0002
42,nf2018v2,nftonv2,mlp,0.001,calibrate_cost,2100,,0.0,0.42062190755396933,1.0,0.5584314144776066,0.015406654407460208,0.000585411544315654,0.008202648815058163,0.0045253822853180544,0.0001997286445312231,0.0006021678040947411,,0.0299,0.0069
42,nf2018v2,nftonv2,mlp,0.001,rethreshold_cost,2100,,0.203966766535336,0.6019753125398282,0.5815663661910149,0.5592644535724319,0.015406654407460208,0.000585411544315654,0.008202648815058163,0.0045253822853180544,0.0001997286445312231,0.0006021678040947411,,0.0012,0.0004
42,nf2018v2,nftonv2,mlp,0.001,finetune_x1,252099,,0.1939788660299238,0.5889973405816803,0.46649757308127443,0.6593449727132059,0.10399663904901617,0.017961803618532064,0.08975392053554826,0.00711652859384694,0.006102054450160816,0.00045618773037480386,,0.3,
42,nf2018v2,nftonv2,mlp,0.001,finetune_x3,252099,,0.48578742777551637,0.7428009716471335,0.38620853253530896,0.7774454401034456,0.1882683526519143,0.02898820223558338,0.16531333292010167,0.008065399073026532,0.08554584461111456,0.002591146308528886,,0.3,
42,nf2018v2,nftonv2,mlp,0.001,finetune_x10,252099,,0.6047655415760337,0.8021400751499592,0.26562899164264075,0.8441627600193147,0.3350757935770023,0.033423555583104336,0.32216230362886283,0.00914200211671107,0.05553145037431903,0.0014415532279843802,,0.3,
42,nf2018v2,nftonv2,mlp,0.01,calibrate_cost,21000,,0.0,0.42062190755396933,1.0,0.558736917514651,0.015406654407460208,0.000585411544315654,0.01734195610102137,0.011933871026604868,6.887194639007693e-05,0.00041969271194481955,,0.0283,0.0069
42,nf2018v2,nftonv2,mlp,0.01,rethreshold_cost,21000,,0.20767062257837363,0.6023688152333945,0.5251268201890442,0.5592644535724319,0.015406654407460208,0.000585411544315654,0.01734195610102137,0.011933871026604868,6.887194639007693e-05,0.00041969271194481955,,0.0053,0.0003
42,nf2018v2,nftonv2,mlp,0.01,finetune_x1,270999,,0.712211627096753,0.8549166529038936,0.2567424546549396,0.9076310357357061,0.4151600928393837,0.032411137971170206,0.4392239509080766,0.011568920842305026,0.03761785711826002,0.0011678405897594978,,0.9,
42,nf2018v2,nftonv2,mlp,0.01,finetune_x3,270999,,0.7486412785690932,0.8736591852392372,0.2183861902850261,0.9417443953548762,0.5578489913703452,0.2061819459079733,0.586355089981198,0.012317068720119704,0.2901437357521161,0.002043721032079121,,0.9,
42,nf2018v2,nftonv2,mlp,0.01,finetune_x10,270999,,0.7673931246142949,0.8836464428121698,0.17878909528849313,0.9251352159945218,0.5828770566884991,0.2378561540527697,0.6585328897979986,0.012736761432064524,0.33236912608387226,0.0022444436334440347,,0.9,
42,nf2018v2,nfbotv2,mlp,0.0001,calibrate_cost,211,,0.0,0.49894904562319464,1.0,0.6447285525020594,0.0,0.0,0.9966760560551513,0.5578069129916567,0.9966760560551513,0.5578069129916567,,0.026,0.004
42,nf2018v2,nfbotv2,mlp,0.0001,rethreshold_cost,211,,0.3957104228167786,0.6967646191011541,0.5578069129916567,0.6447278161874452,0.0,0.0,0.9966760560551513,0.5578069129916567,0.9966760560551513,0.5578069129916567,,0.0003,0.0005
42,nf2018v2,nfbotv2,mlp,0.001,calibrate_cost,2101,,0.0,0.49894904562319464,1.0,0.6447285525019355,0.0,0.0,0.5324184955889958,0.22884386174016685,0.5324184955889958,0.22884386174016685,,0.0265,0.0039
42,nf2018v2,nfbotv2,mlp,0.001,rethreshold_cost,2101,,0.39627237766699136,0.6951376430414179,0.66507747318236,0.6447278161874452,0.0,0.0,0.5324184955889958,0.22884386174016685,0.5324184955889958,0.22884386174016685,,0.0012,0.0002
42,nf2018v2,nfbotv2,mlp,0.001,finetune_x1,252100,,0.27893934972771917,0.588591900564384,0.8986889153754469,0.5628844934169025,0.0,0.0,7.02948870511797e-05,0.010727056019070322,7.02948870511797e-05,0.010727056019070322,,0.6,
42,nf2018v2,nfbotv2,mlp,0.001,finetune_x3,252100,,0.47408572472544164,0.7066194754313547,0.7210965435041716,0.7511184376142858,0.0,0.0,0.9951848002369942,0.4028605482717521,0.9951848002369942,0.4028605482717521,,1.8,
42,nf2018v2,nfbotv2,mlp,0.001,finetune_x10,252100,,0.4993789820705156,0.7496767182203021,0.4934445768772348,0.7317272720982744,0.0,0.0,0.9971179096309016,0.35876042908224076,0.9971179096309016,0.35876042908224076,,0.5,
42,nf2018v2,nfbotv2,mlp,0.01,calibrate_cost,21000,,0.0,0.49894904562319464,1.0,0.6447285525019355,0.0,0.0,0.0,0.0,0.0,0.0,,0.0671,0.01
42,nf2018v2,nfbotv2,mlp,0.01,rethreshold_cost,21000,,0.40425465121965487,0.7014236618509628,0.6257449344457687,0.6447278161874452,0.0,0.0,0.0,0.0,0.0,0.0,,0.0056,0.0002
42,nf2018v2,nfbotv2,mlp,0.01,finetune_x1,270999,,0.713533508085066,0.8486820324487843,0.4231227651966627,0.8972542801722,0.0,0.0,0.5243546678315534,0.01907032181168057,0.5243546678315534,0.01907032181168057,,3.3,
42,nf2018v2,nfbotv2,mlp,0.01,finetune_x3,270999,,0.8437446393411058,0.9216713744843232,0.18116805721096543,0.9371081742162528,0.0,0.0,0.9987949447934084,0.10846245530393325,0.9987949447934084,0.10846245530393325,,3.5,
42,nf2018v2,nfbotv2,mlp,0.01,finetune_x10,270999,,0.8543855527366135,0.9271473637809149,0.1573301549463647,0.9425351316421569,0.0,0.0,0.9991263349752211,0.10846245530393325,0.9991263349752211,0.10846245530393325,,1.1,
42,nfunswv2,nf2018v2,rf,0.0001,calibrate_cost,217,,0.0,0.46853899442765923,0.0,0.5095274836806666,0.0005490096710165125,4.223151315511635e-05,4.223151315511635e-05,0.0003743151733759826,0.0,0.00028924354306325925,,0.0026,0.0039
42,nfunswv2,nf2018v2,rf,0.0001,rethreshold_cost,217,,0.2694436714577415,0.48371710030506676,0.518761130204966,0.5227066836578621,0.0002956205920858144,0.0,0.0,0.0005955014121890632,0.0,0.0005331155499597327,,0.0006,0.0002
42,nfunswv2,nf2018v2,rf,0.001,calibrate_cost,2102,,0.0,0.46853899442765923,0.0,0.5095274836806666,0.0005490096710165125,4.223151315511635e-05,4.223151315511635e-05,0.0003743151733759826,4.223151315511635e-05,0.0003743151733759826,,0.0037,0.0039
