seed,source,target,model,budget,strategy,n_train,held_family,keep_share,n_features,n_dropped,mcc,macro_f1,fp_rate,auprc_macro,mcc_best_thr,orient,tpr_at_fpr01_buffer,tpr_heldout_family,fit_s
42,nf2018v2,nftonv2,lgbm,0,drop_random,249999,,,37,4,0.04223238468286776,0.37698069984424065,0.17402649538338016,0.6769382179291752,0.4766047038493939,1,,,2.7
42,nf2018v2,nftonv2,mlp,0,drop_random,249999,,,37,4,0.021792469911346108,0.4093250314535618,0.2641874384146564,0.5790088799445695,0.2878295717309199,1,,,22.3
42,nf2018v2,nfbotv2,rf,0,drop_flipped,249999,,,32,9,-0.05702491590031069,0.022479695980075775,0.14183551847437426,0.5182994834481904,0.19285823761746118,-1,,,33.9
42,nf2018v2,nfbotv2,lgbm,0,drop_flipped,249999,,,32,9,0.01068681762517393,0.1621378528049274,0.12276519666269368,0.5828524519956619,0.394109907108822,1,,,2.6
42,nf2018v2,nfbotv2,mlp,0,drop_flipped,249999,,,32,9,0.00920585423096455,0.2732897274778265,0.29916567342073896,0.5156978737953793,0.17123245205110135,1,,,27.1
42,nf2018v2,nfbotv2,rf,0,drop_random,249999,,,32,9,-0.001956553370798832,0.049223332510786505,0.05363528009535161,0.5228762225910825,0.20800839583954323,1,,,30.7
42,nf2018v2,nfbotv2,lgbm,0,drop_random,249999,,,32,9,0.01487196940332625,0.3233489890375372,0.3528009535160906,0.4994498633510534,0.07138185273590901,-1,,,2.7
42,nf2018v2,nfbotv2,mlp,0,drop_random,249999,,,32,9,-0.017883425312905956,0.2761372676371414,0.5101311084624554,0.5468147625802692,0.2759405916772963,1,,,14.4
42,nfunswv2,nf2018v2,rf,0,drop_flipped,250002,,,33,8,0.13529264449293726,0.43398681896336744,0.5476117557650209,0.5112616574367542,0.2627251406430178,1,,,10.4
42,nfunswv2,nf2018v2,lgbm,0,drop_flipped,250002,,,33,8,-0.12481908905077005,0.4362735850452853,0.18119122968205897,0.4771709959393299,0.14758536318585413,-1,,,3.9
42,nfunswv2,nf2018v2,mlp,0,drop_flipped,250002,,,33,8,0.20474669265390438,0.5747249769093012,0.23924978164948218,0.5803522823619884,0.4083775818687391,1,,,38.8
42,nfunswv2,nf2018v2,rf,0,drop_random,250002,,,33,8,-0.1803001219014686,0.40573913290021907,0.23898889531652318,0.5041525485228725,0.24846296025261283,-1,,,8.7
42,nfunswv2,nf2018v2,lgbm,0,drop_random,250002,,,33,8,-0.10475158340778204,0.4475306124017082,0.1189074534091038,0.4231979235014592,0.5849624087396657,-1,,,3.2
42,nfunswv2,nf2018v2,mlp,0,drop_random,250002,,,33,8,-0.19192918381313628,0.3977540984835678,0.2667619468926169,0.45660078623385764,0.2813078969551438,-1,,,17.2
42,nfunswv2,nftonv2,rf,0,drop_flipped,250002,,,34,7,0.23245152296783567,0.4822116020102561,0.09381044487427466,0.5280095205113067,0.2505500034803437,1,,,10.9
42,nfunswv2,nftonv2,lgbm,0,drop_flipped,250002,,,34,7,0.013385823097292294,0.2723432819693823,0.056913981241560524,0.5341304560988633,0.15083915222604927,1,,,2.5
42,nfunswv2,nftonv2,mlp,0,drop_flipped,250002,,,34,7,0.04798566795607989,0.3202022550771936,0.08725958906609248,0.5600055511934127,0.26657929916810924,1,,,35.3
42,nfunswv2,nftonv2,rf,0,drop_random,250002,,,34,7,-0.10482015811940965,0.21852189066112537,0.04076493558629247,0.6697487437628987,0.4538380294572846,1,,,9.1
42,nfunswv2,nftonv2,lgbm,0,drop_random,250002,,,34,7,-0.14367384056646132,0.21584974251380534,0.05830079194189993,0.44160299739377307,0.29200970993409675,-1,,,2.6
42,nfunswv2,nftonv2,mlp,0,drop_random,250002,,,34,7,0.044463923231640924,0.3092213272322022,0.07711397394255684,0.5253552853668811,0.19898047232852167,1,,,49.2
42,nftonv2,nf2018v2,rf,0,drop_flipped,250001,,,37,4,0.10912902773830988,0.5537517950815282,0.12758475970100158,0.577820544860425,0.3264564671647052,1,,,33.8
42,nftonv2,nf2018v2,lgbm,0,drop_flipped,250001,,,37,4,0.026614865654970295,0.49998800781408526,0.23545558693753474,0.5032742553698851,0.44809599969652314,-1,,,2.9
42,nftonv2,nf2018v2,mlp,0,drop_flipped,250001,,,37,4,0.031393668258146504,0.49406427133752545,0.273709463368156,0.5031030182097872,0.27038315072986957,-1,,,67.9
42,nftonv2,nf2018v2,rf,0,drop_random,250001,,,37,4,0.1085369091118553,0.552639269436465,0.13762321207790293,0.5457153180212427,0.20494065042035997,1,,,45.1
42,nftonv2,nf2018v2,lgbm,0,drop_random,250001,,,37,4,0.03855541091528747,0.5085991059895292,0.21741472986921656,0.5108296054746122,0.3152992511004416,-1,,,3.3
42,nftonv2,nf2018v2,mlp,0,drop_random,250001,,,37,4,-0.03333051372639561,0.44312769421158643,0.3755742335046109,0.49702869289476637,0.2694409188788526,-1,,,39.3
42,nftonv2,nfunswv2,rf,0,drop_flipped,250001,,,34,7,0.026889271528269088,0.5091466808722366,0.07521746812026481,0.4916464930436313,0.14698888181567873,-1,,,33.5
42,nftonv2,nfunswv2,lgbm,0,drop_flipped,250001,,,34,7,0.032806640193001294,0.4842011924398488,0.18490766048991383,0.5119801010939911,0.09032523758630762,1,,,3.0
42,nftonv2,nfunswv2,mlp,0,drop_flipped,250001,,,34,7,-0.01675725894209562,0.44501681497375223,0.26399122852599743,0.5077093594822777,0.09308873927038211,1,,,33.8
42,nftonv2,nfunswv2,rf,0,drop_random,250001,,,34,7,0.03238763095993009,0.5092961188496509,0.08713274648985149,0.49748735081644746,0.10051636853494046,-1,,,34.1
42,nftonv2,nfunswv2,lgbm,0,drop_random,250001,,,34,7,-0.0047486390791131984,0.40594432455055796,0.3918843079992933,0.4957229806551106,0.1398646603209952,-1,,,3.1
42,nftonv2,nfunswv2,mlp,0,drop_random,250001,,,34,7,-0.12446618577084345,0.25714062219007855,0.6815092339510086,0.4894990306337218,0.1267827241272873,-1,,,47.7
42,nftonv2,nfbotv2,rf,0,drop_flipped,250001,,,33,8,-0.0252419555266418,0.03554893427463661,0.10250297973778308,0.5100103441379723,0.14358950690297892,1,,,30.1
42,nftonv2,nfbotv2,lgbm,0,drop_flipped,250001,,,33,8,-0.07470234338734787,0.019415309234926924,0.16448152562574495,0.5039911097008529,0.12317731729060971,-1,,,4.3
42,nftonv2,nfbotv2,mlp,0,drop_flipped,250001,,,33,8,-0.025887556625392865,0.1701825347397547,0.36114421930870083,0.5225562941656121,0.2093852011722839,1,,,43.4
42,nftonv2,nfbotv2,rf,0,drop_random,250001,,,33,8,-0.014419249455638907,0.012838007610268744,0.029797377830750895,0.5343313825422354,0.2413371674776719,1,,,32.1
42,nftonv2,nfbotv2,lgbm,0,drop_random,250001,,,33,8,-0.02940983914008155,0.01327165168924437,0.05363528009535161,0.5052929665973803,0.07534062929359855,1,,,2.8
42,nftonv2,nfbotv2,mlp,0,drop_random,250001,,,33,8,-0.33397981918488157,0.006697295733387634,0.39809296781883197,0.4927110145481109,0.5439404606521064,-1,,,55.5
42,nfbotv2,nf2018v2,rf,0,drop_flipped,250000,,,32,9,0.43075024398787043,0.714158778882989,0.08467462937126394,0.7317364010462903,0.5968803987543595,1,,,13.0
42,nfbotv2,nf2018v2,lgbm,0,drop_flipped,250000,,,32,9,0.007306648001086497,0.10659824957802398,0.9993080840734565,0.500062169310331,0.007306648001086497,1,,,3.7
42,nfbotv2,nf2018v2,mlp,0,drop_flipped,250000,,,32,9,0.23417008245278564,0.5317355239895147,0.3908927984029219,0.5407780948241033,0.29247020353576997,1,,,30.5
42,nfbotv2,nf2018v2,rf,0,drop_random,250000,,,32,9,0.558310501524056,0.7359408969188548,0.1825977473032293,0.7911704963603607,0.6967681412518689,1,,,8.0
42,nfbotv2,nf2018v2,lgbm,0,drop_random,250000,,,32,9,-0.12116692511580872,0.10448816168051762,0.9994044985878109,0.49873101500438427,0.12116692511580872,-1,,,1.5
42,nfbotv2,nf2018v2,mlp,0,drop_random,250000,,,32,9,0.03788838327867318,0.22859780797037074,0.861560100271095,0.5717623061133746,0.2905708271870225,1,,,10.6
42,nfbotv2,nftonv2,rf,0,drop_flipped,250000,,,33,8,-0.07320955672410538,0.46075545373763566,0.8408269771176234,0.5627458535098739,0.2829911485744965,1,,,11.3
42,nfbotv2,nftonv2,lgbm,0,drop_flipped,250000,,,33,8,-0.035712894631689175,0.44509444894770983,0.9541440093427247,0.4966734043127919,0.03572446470750282,-1,,,1.8
42,nfbotv2,nftonv2,mlp,0,drop_flipped,250000,,,33,8,-0.06448462757952028,0.4537806235715596,0.6113645487390971,0.5139816360266544,0.15652925803178258,1,,,18.8
42,nfbotv2,nftonv2,rf,0,drop_random,250000,,,33,8,-0.06614593144761187,0.4649151850142667,0.8282361957592789,0.4155774740375603,0.5962719711691289,-1,,,8.6
42,nfbotv2,nftonv2,lgbm,0,drop_random,250000,,,33,8,-0.15341504547793938,0.4232510550656821,0.8292215612568884,0.4761678414921527,0.15341504547793938,-1,,,3.3
42,nfbotv2,nftonv2,mlp,0,drop_random,250000,,,33,8,-0.10490725031575884,0.4438370402770875,0.8743294040363491,0.5445622501216227,0.24235569829364448,-1,,,9.5
42,any,nf2018v2,rf,0.001,buffer_partial,2100,DDOS attack-HOIC,0.1,,,0.9581269904285304,0.978872471380781,0.001639046744025136,0.9804203262885498,0.9623453146521321,,0.9381730647409097,1.0,0.9
42,any,nf2018v2,lgbm,0.001,buffer_partial,2100,DDOS attack-HOIC,0.1,,,0.9563770413344742,0.9779611588493666,0.0015483036716915644,0.9811851308054134,0.9615034803220935,,0.9256725368469952,0.9976718047527297,0.3
42,any,nf2018v2,mlp,0.001,buffer_partial,2100,DDOS attack-HOIC,0.1,,,0.9456245443718941,0.9724703456630368,0.001985004707296877,0.9674387329595004,0.9467746173677241,,0.9297267621098864,0.9993577392421323,2.5
42,any,nf2018v2,rf,0.001,buffer_partial,2100,DoS attacks-Hulk,0.1,,,0.9577546382351488,0.9785438755720486,0.0006635587164392419,0.9800029551347638,0.9578055506539419,,0.9290510578994046,0.9657493565630568,0.9
42,any,nf2018v2,lgbm,0.001,buffer_partial,2100,DoS attacks-Hulk,0.1,,,0.961307997973228,0.9804023453424418,0.0008053447669604473,0.9810651764842948,0.9622767249578693,,0.919422272900038,0.9665412789546625,0.3
42,any,nf2018v2,mlp,0.001,buffer_partial,2100,DoS attacks-Hulk,0.1,,,0.9409959268591839,0.9701153913127893,0.00226290536631844,0.9692101608862058,0.9410682624905584,,0.9239832763207906,0.9631756087903386,4.1
42,any,nf2018v2,rf,0.001,buffer_partial,2100,DDoS attacks-LOIC-HTTP,0.1,,,0.9619722922723893,0.9807260296129772,0.00066923015846009,0.9806558637927386,0.9621947321589296,,0.9345833861227247,0.8461538461538461,0.9
42,any,nf2018v2,lgbm,0.001,buffer_partial,2100,DDoS attacks-LOIC-HTTP,0.1,,,0.9609640325299026,0.9802327844269088,0.0008620591871689295,0.9808965415182326,0.9611857398489689,,0.901262722243338,0.5636889991728702,0.3
42,any,nf2018v2,mlp,0.001,buffer_partial,2100,DDoS attacks-LOIC-HTTP,0.1,,,0.9418948296218089,0.9706429688752082,0.002648563423736119,0.9597863318870163,0.9420455772398668,,0.9236454242155496,0.7882547559966915,2.2
42,any,nfunswv2,rf,0.001,buffer_partial,1391,Exploits,0.1,,,0.7950847859196268,0.8970604383125469,0.0056796333440724996,0.9511868606738392,0.892337058041915,,0.6008203228367293,0.30554633012288274,0.9
42,any,nfunswv2,lgbm,0.001,buffer_partial,1391,Exploits,0.1,,,0.7217198773492706,0.8585386022643557,0.005856309953128735,0.9240794745383374,0.8785733705556793,,0.40738290553056367,0.20856858186648955,1.1
42,any,nfunswv2,mlp,0.001,buffer_partial,1391,Exploits,0.1,,,0.7344269036047937,0.8645841715128089,0.0052015672254497455,0.8957095713623824,0.78907516736837,,0.6651230484255094,0.3165061441381601,0.5
42,any,nfunswv2,rf,0.001,buffer_partial,1391,Fuzzers,0.1,,,0.8809763254165628,0.9402095667587602,0.006053772045603351,0.9671306210392905,0.8949401929394748,,0.7156655199788304,0.5914340712223292,0.9
42,any,nfunswv2,lgbm,0.001,buffer_partial,1391,Fuzzers,0.1,,,0.843570845693573,0.9216544595453293,0.0048741958616102515,0.9561703514194535,0.8928932511968655,,0.4214077798359354,0.28200192492781523,0.1
42,any,nfunswv2,mlp,0.001,buffer_partial,1391,Fuzzers,0.1,,,0.7814752001784459,0.8905789102020101,0.007020297024558048,0.8951025550211995,0.849277221270033,,0.8487695157449061,0.8796920115495669,0.5
42,any,nfunswv2,rf,0.001,buffer_partial,1391,Reconnaissance,0.1,,,0.9018782082131755,0.9501660253346402,0.006308394217478513,0.9520101507260235,0.9094828202368649,,0.8466525535856047,0.9741992882562278,0.9
42,any,nfunswv2,lgbm,0.001,buffer_partial,1391,Reconnaissance,0.1,,,0.8730769887631349,0.936388923852614,0.0059342555159476625,0.9327813980779798,0.9031563687712943,,0.5130987033606774,0.5604982206405694,0.1
42,any,nfunswv2,mlp,0.001,buffer_partial,1391,Reconnaissance,0.1,,,0.870492837412703,0.9352450771880876,0.004998908762120535,0.9055205960009947,0.8823573890222908,,0.8604128076210638,0.9519572953736655,1.2
42,any,nftonv2,rf,0.001,buffer_partial,2100,scanning,0.1,,,0.9021198216808247,0.9501845675282183,0.028849312068902594,0.9790514924880382,0.9131265419666965,,0.946355640956769,0.8458697552447553,0.9
42,any,nftonv2,lgbm,0.001,buffer_partial,2100,scanning,0.1,,,0.9013990762859638,0.9497928386787577,0.02863034195832269,0.9688790320339699,0.9093914417257101,,0.9123742226079051,0.7895541958041958,0.3
42,any,nftonv2,mlp,0.001,buffer_partial,2100,scanning,0.1,,,0.8417099345009662,0.9184116966244096,0.04516258530710558,0.9504742851434942,0.8646070994441545,,0.9290274592450257,0.797465034965035,1.9
42,any,nftonv2,rf,0.001,buffer_partial,2100,xss,0.1,,,0.9328840696952815,0.9663767494908286,0.06034451297397905,0.9932594621691964,0.9345725828182679,,0.973146828102509,0.97488743567753,0.9
42,any,nftonv2,lgbm,0.001,buffer_partial,2100,xss,0.1,,,0.9285190251339738,0.964201640992294,0.06282617422721798,0.9914020351301783,0.9300442389742419,,0.9213688988064491,0.8752412092624356,0.4
42,any,nftonv2,mlp,0.001,buffer_partial,2100,xss,0.1,,,0.9092188653975034,0.954603373448399,0.06943177256304514,0.9701988999006069,0.9108620515571896,,0.9441310770883696,0.9488904373927959,4.1
42,any,nftonv2,rf,0.001,buffer_partial,2100,ddos,0.1,,,0.9383757756369104,0.9691409658793179,0.05459654757125652,0.9931474757999563,0.9388961046436778,,0.9715558861408983,0.9836065573770492,0.9
42,any,nftonv2,lgbm,0.001,buffer_partial,2100,ddos,0.1,,,0.9344857094597792,0.9671982394231362,0.05716944637057042,0.9914350762615545,0.9347806708163284,,0.9321060352486622,0.9365694089336742,0.4
42,any,nftonv2,mlp,0.001,buffer_partial,2100,ddos,0.1,,,0.8846358221672137,0.9422208438293607,0.06970548520127003,0.9685829717404859,0.8953283770282101,,0.9367824404085484,0.8765979846593472,2.2
42,any,nfbotv2,rf,0.001,buffer_partial,2100,DDoS,0.1,,,0.8473952286526968,0.922724296306367,0.20738974970202623,0.9394098853471613,0.8622790552685287,,0.9978158374380526,0.9961029004642447,0.9
42,any,nfbotv2,lgbm,0.001,buffer_partial,2100,DDoS,0.1,,,0.6993459552075298,0.8460287417429256,0.1907032181168057,0.8826088443024167,0.8381565911792613,,0.9977505636143622,0.9957515226372503,0.1
42,any,nfbotv2,mlp,0.001,buffer_partial,2100,DDoS,0.1,,,0.7135724862528362,0.8492952055598559,0.41835518474374256,0.8353021310434425,0.7766006607996555,,0.9991162928484995,0.9994676093530389,1.2
42,any,nfbotv2,rf,0.001,buffer_partial,2100,DoS,0.1,,,0.8053824551993033,0.8978404795793093,0.3098927294398093,0.9324818957753045,0.8752738633137723,,0.9997891153388465,0.9999442555326384,0.9
42,any,nfbotv2,lgbm,0.001,buffer_partial,2100,DoS,0.1,,,0.8358407024470033,0.9147882599639228,0.2598331346841478,0.9163832864436042,0.8575337539417487,,0.9995179779173633,0.9999219577456937,0.1
42,any,nfbotv2,mlp,0.001,buffer_partial,2100,DoS,0.1,,,0.6919627010238982,0.8304692388524003,0.48867699642431467,0.8520503572647795,0.7929284083755873,,0.9993472617630962,0.9999442555326384,1.1
42,any,nfbotv2,rf,0.001,buffer_partial,2100,Reconnaissance,0.1,,,0.7616942218003037,0.8755076634893124,0.35518474374255066,0.8921722141250022,0.8066161908877418,,0.9961990550358755,0.9571235434236787,0.9
42,any,nfbotv2,lgbm,0.001,buffer_partial,2100,Reconnaissance,0.1,,,0.6367964833720439,0.8180740505008055,0.38974970202622167,0.8143220925297505,0.6426537783391171,,0.9915294661103329,0.9034957831713127,1.1
42,any,nfbotv2,mlp,0.001,buffer_partial,2100,Reconnaissance,0.1,,,0.6221140731956973,0.79757373771335,0.5375446960667462,0.7741363433794193,0.6495246513507321,,0.9930910168155412,0.912959505568789,0.8
43,any,nf2018v2,rf,0.001,buffer_only_rep,2102,,,,,0.9622659906267894,0.9809589433681158,0.001310103106815939,0.9795951810427517,0.9661255254627408,,,,1.4
43,any,nf2018v2,lgbm,0.001,buffer_only_rep,2102,,,,,0.9630325127573506,0.9813738437252646,0.001514275019566475,0.9810636746855905,0.9668945203782211,,,,2.1
43,any,nf2018v2,mlp,0.001,buffer_only_rep,2102,,,,,0.9442280230380985,0.9718432956587588,0.00261453477161103,0.978378734952653,0.9475471339842731,,,,1.6
43,any,nf2018v2,rf,0.01,buffer_only_rep,21001,,,,,0.9725067511454405,0.9860878434892137,0.00020984335477138418,0.9828406919264607,0.9728275493145601,,,,2.5
43,any,nf2018v2,lgbm,0.01,buffer_only_rep,21001,,,,,0.9724527785794437,0.9860775271034119,0.00036864373135513437,0.985170539384514,0.9728262478462931,,,,1.6
43,any,nf2018v2,mlp,0.01,buffer_only_rep,21001,,,,,0.9640499700876857,0.9818357507015473,0.000975488027585894,0.9814991887322699,0.9641725793019471,,,,3.4
43,any,nfunswv2,rf,0.001,buffer_only_rep,1392,,,,,0.8876498620602075,0.9409523726120521,0.009748391723220503,0.9569138772944384,0.9008879102425906,,,,1.3
43,any,nfunswv2,lgbm,0.001,buffer_only_rep,1392,,,,,0.8823004750301502,0.9390860796886622,0.009036488916140967,0.9350487249855217,0.8892642418541817,,,,0.8
43,any,nfunswv2,mlp,0.001,buffer_only_rep,1392,,,,,0.8004468049647817,0.8998194230926303,0.009649660676983194,0.8907033084187947,0.8574137150134826,,,,1.2
43,any,nfunswv2,rf,0.01,buffer_only_rep,13907,,,,,0.9333871224876006,0.9662087077300106,0.004458486193242639,0.9868785877847399,0.9350135623304007,,,,1.4
43,any,nfunswv2,lgbm,0.01,buffer_only_rep,13907,,,,,0.9375647280032765,0.9684710821976161,0.003886885399237173,0.9853142159519735,0.9376621936282467,,,,1.1
43,any,nfunswv2,mlp,0.01,buffer_only_rep,13907,,,,,0.9031449378854091,0.9512423571772968,0.005310691013396244,0.9479041757634317,0.906455276604861,,,,2.3
43,any,nftonv2,rf,0.001,buffer_only_rep,2100,,,,,0.9372897197889033,0.9686414292006515,0.04286339914601657,0.99264942805966,0.9406553859380276,,,,1.6
43,any,nftonv2,lgbm,0.001,buffer_only_rep,2100,,,,,0.9363269288868392,0.9681633695697496,0.045783000620415314,0.9924538774125471,0.9367561307745343,,,,1.3
43,any,nftonv2,mlp,0.001,buffer_only_rep,2100,,,,,0.9028662553438563,0.9512794752330386,0.08826320207291705,0.9662108007541035,0.9048706967244414,,,,3.6
43,any,nftonv2,rf,0.01,buffer_only_rep,21000,,,,,0.9674547870839578,0.9837047208592999,0.030509835407466882,0.9972191329142246,0.9678609586061475,,,,2.6
43,any,nftonv2,lgbm,0.01,buffer_only_rep,21000,,,,,0.9700660027920842,0.985008273376095,0.028922302105762562,0.9975139898845999,0.9701559123409262,,,,1.7
43,any,nftonv2,mlp,0.01,buffer_only_rep,21000,,,,,0.9306256590773838,0.965154690301099,0.06844640706543557,0.9895477453422868,0.9342737032101958,,,,5.8
43,any,nfbotv2,rf,0.001,buffer_only_rep,2101,,,,,0.8190903714645061,0.9065878967822842,0.2729439809296782,0.9406965001274178,0.8816505066324251,,,,1.3
43,any,nfbotv2,lgbm,0.001,buffer_only_rep,2101,,,,,0.7953362520672728,0.8916459062063926,0.33134684147794996,0.8804193831101732,0.8177736464313895,,,,0.5
43,any,nfbotv2,mlp,0.001,buffer_only_rep,2101,,,,,0.6862381707570958,0.8276272714767341,0.4934445768772348,0.8084241931619878,0.7009910378670372,,,,0.9
43,any,nfbotv2,rf,0.01,buffer_only_rep,21000,,,,,0.9236789835902105,0.9617983669784211,0.08820023837902265,0.9778440833838,0.9315930118344592,,,,1.5
43,any,nfbotv2,lgbm,0.01,buffer_only_rep,21000,,,,,0.5524519551788457,0.7727801708208587,0.5268176400476758,0.6600124138488486,0.5972680300101898,,,,0.9
43,any,nfbotv2,mlp,0.01,buffer_only_rep,21000,,,,,0.7417089862030137,0.8645653524942454,0.38259833134684146,0.846305585322074,0.7510648489672489,,,,1.4
43,nf2018v2,nfunswv2,rf,0.001,finetune_x1,251391,,,,,0.10821043718397766,0.502639172684484,5.196370854595151e-06,0.8041441516552557,0.5963521837458141,,,,1.3
43,nf2018v2,nfunswv2,rf,0.001,finetune_x3,251391,,,,,0.7447566240577667,0.8653862217847854,0.0025098471227694577,0.9438535858719534,0.900295950289464,,,,1.7
43,nf2018v2,nfunswv2,rf,0.001,finetune_x10,251391,,,,,0.8964180870706757,0.9461940455092357,0.008355764334189003,0.9444921484653859,0.9069442205219594,,,,3.8
43,nf2018v2,nfunswv2,rf,0.01,finetune_x1,263906,,,,,0.12050573727283868,0.5053722684721743,0.0,0.825572016568932,0.6273906888908563,,,,1.3
43,nf2018v2,nfunswv2,rf,0.01,finetune_x3,263906,,,,,0.8200756813407447,0.9047710189722513,0.0010444705417736253,0.9794900078811534,0.936062326731478,,,,1.8
43,nf2018v2,nfunswv2,rf,0.01,finetune_x10,263906,,,,,0.9310217242407514,0.9653847559668329,0.0035699067771068687,0.9846128362279256,0.9355817919558831,,,,4.3
43,nf2018v2,nftonv2,rf,0.001,finetune_x1,252099,,,,,0.039498877125533266,0.3706461044760263,0.16701945184482317,0.8428911733493925,0.8188340950052732,,,,1.3
43,nf2018v2,nftonv2,rf,0.001,finetune_x3,252099,,,,,0.7564100418003548,0.8780239379306777,0.15802342980183204,0.9364816604534512,0.8344153934192008,,,,2.1
43,nf2018v2,nftonv2,rf,0.001,finetune_x10,252099,,,,,0.9356140427049221,0.9677370613065788,0.034725010036130065,0.9876725332032364,0.94119207363891,,,,4.6
43,nf2018v2,nftonv2,rf,0.01,finetune_x1,270999,,,,,0.04339870705925673,0.3731273967068558,0.16628955147622348,0.850567325032092,0.8410236219073493,,,,1.9
43,nf2018v2,nftonv2,rf,0.01,finetune_x3,270999,,,,,0.7965707132178355,0.8982669871868756,0.14165541403598408,0.9581244646675489,0.8579377145818148,,,,2.7
43,nf2018v2,nftonv2,rf,0.01,finetune_x10,270999,,,,,0.9654016275437993,0.9826975290420504,0.027736214006788072,0.9952419441350939,0.9659087347264129,,,,7.1
43,nf2018v2,nfbotv2,rf,0.001,finetune_x1,252100,,,,,0.021326129308657463,0.12535369574245891,0.023837902264600714,0.8009724572887197,0.7196673476558346,,,,1.0
43,nf2018v2,nfbotv2,rf,0.001,finetune_x3,252100,,,,,0.821358247625295,0.9076261968363448,0.07151370679380215,0.9341410623757208,0.8657802629143877,,,,1.5
43,nf2018v2,nfbotv2,rf,0.001,finetune_x10,252100,,,,,0.8554622578342747,0.9263548150975807,0.2097735399284863,0.949436534467633,0.8799935725290545,,,,3.5
43,nf2018v2,nfbotv2,rf,0.01,finetune_x1,270999,,,,,0.02583460322520469,0.12559245804708902,0.0,0.8642986857348162,0.7757563047749161,,,,1.1
43,nf2018v2,nfbotv2,rf,0.01,finetune_x3,270999,,,,,0.8682142088703151,0.9324606475160966,0.052443384982121574,0.9688204983799964,0.9385440079529207,,,,1.6
43,nf2018v2,nfbotv2,rf,0.01,finetune_x10,270999,,,,,0.9293819455811407,0.9646909727905704,0.07032181168057211,0.9738133371085864,0.938233271081604,,,,4.2
43,nf2018v2,nfunswv2,lgbm,0.001,finetune_x1,251391,,,,,0.8351854593089681,0.9173934596822859,0.007617879672836491,0.892805290240861,0.8433653484983235,,,,0.9
43,nf2018v2,nfunswv2,lgbm,0.001,finetune_x3,251391,,,,,0.8404228319676107,0.9199683186579578,0.007560719593435944,0.8955169789613435,0.8516516250069427,,,,1.1
43,nf2018v2,nfunswv2,lgbm,0.001,finetune_x10,251391,,,,,0.8404943898504967,0.920014203557789,0.007524344997453778,0.8956810735260308,0.8528285179416836,,,,1.1
43,nf2018v2,nfunswv2,lgbm,0.01,finetune_x1,263906,,,,,0.768840386061379,0.8842407977903926,0.010174494133297305,0.8202347271977204,0.7788765417184864,,,,1.0
43,nf2018v2,nfunswv2,lgbm,0.01,finetune_x3,263906,,,,,0.8448977653384275,0.9224382866998067,0.006168092204404444,0.8734313112309082,0.8457264747898092,,,,1.3
43,nf2018v2,nfunswv2,lgbm,0.01,finetune_x10,263906,,,,,0.8448977653384275,0.9224382866998067,0.006168092204404444,0.8734313112309082,0.8457264747898092,,,,1.4
43,nf2018v2,nftonv2,lgbm,0.001,finetune_x1,252099,,,,,0.8425292532801802,0.9212594985823779,0.11753220685376446,0.907012377541021,0.8497932094625571,,,,1.3
43,nf2018v2,nftonv2,lgbm,0.001,finetune_x3,252099,,,,,0.47962222678071287,0.7395254169077964,0.40036859968614286,0.6681752264606783,0.5409890237896927,,,,1.5
